
                       be used for evaluation purposes
 5-Apr-2019 16:32
                       _______________________________

                       P E A K     F I T     R E P O R T
                       _______________________________

 Spectrum file Analysed: BI20190208_Eu152_40cm_room131.Ch 
 Sample Title : Cs137                                            

 Spectrum saved on  8-Feb-2019 at 18:52    Collected on  8-Feb-2019 at  9:58
 Sample  Taken  on  8-Feb-2019 at  9:58    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  7-Mar-2019 at 14:38
            Peak Shape Calibration Performed on  7-Mar-2019 at 14:40

 

   Datetime:   8-Feb-2019   9:58
   Live:      28294.0 
   Mass:      
   Shelf:     
   Detector:      1


   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           

 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

 1459.6  7768.6   2.55    21.0    1.16      3654    3.4   1.2914e-01    3.4       85
 1526.9  8126.7   2.67     5.4    1.04       373   13.4   1.3198e-02   13.4       75
 1728.0  9197.1   2.91     3.7    0.89       103   30.4   3.6341e-03   30.4       43
 1762.9  9383.0   2.95     6.2    0.85       443   10.7   1.5646e-02   10.7       42
 1845.9  9824.9   3.05     3.7    0.90        71   43.6   2.5088e-03   43.6       44
 2101.2 11183.2   3.35     3.5    0.96        77   41.1   2.7041e-03   41.1       44
 2201.8 11719.0   3.47     5.1    1.02       129   27.0   4.5644e-03   27.0       34
 2611.9 13901.6   3.95     9.4    0.84       669    8.3   2.3642e-02    8.3       11

 ! indicates the Iterative Peak Width fitting reached a limiting value.
